"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href"
"119","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Max Williams","https://www.transfermarkt.us/max-williams/profil/spieler/583885","https://tmssl.akamaized.net/images/flagge/verysmall/191.png?lm=1520611569","https://www.transfermarkt.us/salford-city-u18/startseite/verein/74631/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/74631.png?lm=1640190166","Salford U18","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","England","","€88k","https://www.transfermarkt.us/jumplist/transfers/spieler/583885/transfer_id/3291230"
"120","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Aissa Sioudi","https://www.transfermarkt.us/aissa-sioudi/profil/spieler/556868","https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569","https://www.transfermarkt.us/wydad-casablanca/startseite/verein/6603/saison_id/2019","","Wydad AC","https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569","Botola Pro Inwi","https://www.transfermarkt.us/botola-pro-inwi/transfers/wettbewerb/MAR1/saison_id/2019","€75k","https://www.transfermarkt.us/jumplist/transfers/spieler/556868/transfer_id/2733726"
"121","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Andrew Tarbell","https://www.transfermarkt.us/andrew-tarbell/profil/spieler/417349","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","https://www.transfermarkt.us/columbus-crew-sc/startseite/verein/813/saison_id/2019","","Columbus Crew","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","MLS","https://www.transfermarkt.us/major-league-soccer/transfers/wettbewerb/MLS1/saison_id/2019","€68k","https://www.transfermarkt.us/jumplist/transfers/spieler/417349/transfer_id/2806195"
"122","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Zhe Chen","https://www.transfermarkt.us/zhe-chen/profil/spieler/491975","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","https://www.transfermarkt.us/sichuan-jiuniu/startseite/verein/51120/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/51120.png?lm=1522271029","SC Jiuniu","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","League Two B","https://www.transfermarkt.us/china-league-two-b/transfers/wettbewerb/CL3S/saison_id/2019","€65k","https://www.transfermarkt.us/jumplist/transfers/spieler/491975/transfer_id/2547916"
"123","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Liam Kelly","https://www.transfermarkt.us/liam-kelly/profil/spieler/208772","https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569","https://www.transfermarkt.us/queens-park-rangers/startseite/verein/1039/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1039.png?lm=1464680692","QPR","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€60k","https://www.transfermarkt.us/jumplist/transfers/spieler/208772/transfer_id/2507890"
"124","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Simone Colombi","https://www.transfermarkt.us/simone-colombi/profil/spieler/57285","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/parma-calcio-1913/startseite/verein/130/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/130.png?lm=1530945992","Parma","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€51k","https://www.transfermarkt.us/jumplist/transfers/spieler/57285/transfer_id/2550396"
"125","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Dimitris Dimitriou","https://www.transfermarkt.us/dimitris-dimitriou/profil/spieler/399664","https://tmssl.akamaized.net/images/flagge/verysmall/188.png?lm=1520611569","https://www.transfermarkt.us/apollon-limassol/startseite/verein/429/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/429.png?lm=1411058415","Apol. Limassol","https://tmssl.akamaized.net/images/flagge/verysmall/188.png?lm=1520611569","Protathlima Cyta","https://www.transfermarkt.us/protathlima-cyta/transfers/wettbewerb/ZYP1/saison_id/2019","€50k","https://www.transfermarkt.us/jumplist/transfers/spieler/399664/transfer_id/2589436"
"126","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Avdo Spahic","https://www.transfermarkt.us/avdo-spahic/profil/spieler/273937","https://tmssl.akamaized.net/images/flagge/verysmall/24.png?lm=1569523290","https://www.transfermarkt.us/1-fc-kaiserslautern/startseite/verein/2/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2.png?lm=1580920736","1.FC K'lautern","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","3. Liga","https://www.transfermarkt.us/3-liga/transfers/wettbewerb/L3/saison_id/2019","€50k","https://www.transfermarkt.us/jumplist/transfers/spieler/273937/transfer_id/2539991"
"127","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Manu García","https://www.transfermarkt.us/manu-garcia/profil/spieler/446289","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/sd-ponferradina/startseite/verein/4032/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/4032.png?lm=1625561266","Ponferradina","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga SmartBank","https://www.transfermarkt.us/laliga2/transfers/wettbewerb/ES2/saison_id/2019","€50k","https://www.transfermarkt.us/jumplist/transfers/spieler/446289/transfer_id/2582159"
"128","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Islam Tarek","https://www.transfermarkt.us/islam-tarek/profil/spieler/372543","https://tmssl.akamaized.net/images/flagge/verysmall/2.png?lm=1520611569","https://www.transfermarkt.us/el-gouna-fc/startseite/verein/20572/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/20572.png?lm=1528223190","El Gouna","https://tmssl.akamaized.net/images/flagge/verysmall/2.png?lm=1520611569","Premier League","https://www.transfermarkt.us/egyptian-premier-league/transfers/wettbewerb/EGY1/saison_id/2019","€50k","https://www.transfermarkt.us/jumplist/transfers/spieler/372543/transfer_id/2772621"
"129","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Gabriele Chingari","https://www.transfermarkt.us/gabriele-chingari/profil/spieler/477916","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/atletico-terme-fiuggi/startseite/verein/54665/saison_id/2019","","Atletico Fiuggi","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie D - F","https://www.transfermarkt.us/serie-d-girone-f/transfers/wettbewerb/IT4F/saison_id/2019","€50k","https://www.transfermarkt.us/jumplist/transfers/spieler/477916/transfer_id/2725331"
"130","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Alberto Mora","https://www.transfermarkt.us/alberto-mora/profil/spieler/731461","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/fc-turin-jugend/startseite/verein/29351/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/29351.png?lm=1438548174","Torino FC Youth","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Italy","","€50k","https://www.transfermarkt.us/jumplist/transfers/spieler/731461/transfer_id/2817476"
"131","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Wojciech Muzyk","https://www.transfermarkt.us/wojciech-muzyk/profil/spieler/385022","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","https://www.transfermarkt.us/legia-warschau/startseite/verein/255/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/255.png?lm=1463410132","Legia Warszawa","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","Ekstraklasa","https://www.transfermarkt.us/pko-ekstraklasa/transfers/wettbewerb/PL1/saison_id/2019","€50k","https://www.transfermarkt.us/jumplist/transfers/spieler/385022/transfer_id/2497593"
"132","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Zac MacMath","https://www.transfermarkt.us/zac-macmath/profil/spieler/156300","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","https://www.transfermarkt.us/real-salt-lake-city/startseite/verein/6643/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/6643.png?lm=1410197995","Salt Lake","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","MLS","https://www.transfermarkt.us/major-league-soccer/transfers/wettbewerb/MLS1/saison_id/2019","€45k","https://www.transfermarkt.us/jumplist/transfers/spieler/156300/transfer_id/2727653"
"133","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mohamed Sedki Debchi","https://www.transfermarkt.us/mohamed-sedki-debchi/profil/spieler/572190","https://tmssl.akamaized.net/images/flagge/verysmall/173.png?lm=1520611569","https://www.transfermarkt.us/esperance-tunis/startseite/verein/3342/saison_id/2019","","Esperance","https://tmssl.akamaized.net/images/flagge/verysmall/173.png?lm=1520611569","Ligue I Pro","https://www.transfermarkt.us/ligue-professionnelle-1/transfers/wettbewerb/TUN1/saison_id/2019","€45k","https://www.transfermarkt.us/jumplist/transfers/spieler/572190/transfer_id/2532876"
"134","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marius Gersbeck","https://www.transfermarkt.us/marius-gersbeck/profil/spieler/196382","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/karlsruher-sc/startseite/verein/48/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/48.png?lm=1434793006","Karlsruher SC","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","2. Bundesliga","https://www.transfermarkt.us/2-bundesliga/transfers/wettbewerb/L2/saison_id/2019","€45k","https://www.transfermarkt.us/jumplist/transfers/spieler/196382/transfer_id/2517733"
"135","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Birkan Tetik","https://www.transfermarkt.us/birkan-tetik/profil/spieler/282488","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","https://www.transfermarkt.us/ankara-keciorengucu/startseite/verein/12388/saison_id/2019","","Keciörengücü","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","1.Lig","https://www.transfermarkt.us/1-lig/transfers/wettbewerb/TR2/saison_id/2019","€35k","https://www.transfermarkt.us/jumplist/transfers/spieler/282488/transfer_id/2517286"
"136","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Soufiane Barrouhou","https://www.transfermarkt.us/soufiane-barrouhou/profil/spieler/665742","https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569","https://www.transfermarkt.us/difaa-el-jadida/startseite/verein/14462/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/14462.png?lm=1669626840","Difaâ El Jadida","https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569","Botola Pro Inwi","https://www.transfermarkt.us/botola-pro-inwi/transfers/wettbewerb/MAR1/saison_id/2019","€34k","https://www.transfermarkt.us/jumplist/transfers/spieler/665742/transfer_id/2588016"
"137","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Niek Janssen","https://www.transfermarkt.us/niek-janssen/profil/spieler/719207","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","https://www.transfermarkt.us/psv-eindhoven-jugend/startseite/verein/32801/saison_id/2019","","PSV Eindhoven Y","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","Netherlands","","€28k","https://www.transfermarkt.us/jumplist/transfers/spieler/719207/transfer_id/2689224"
"138","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Azir Muminovic","https://www.transfermarkt.us/azir-muminovic/profil/spieler/293221","https://tmssl.akamaized.net/images/flagge/verysmall/24.png?lm=1569523290","https://www.transfermarkt.us/fk-tuzla-city/startseite/verein/43532/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/43532.png?lm=1625086165","FK Tuzla City","https://tmssl.akamaized.net/images/flagge/verysmall/24.png?lm=1569523290","Premijer Liga","https://www.transfermarkt.us/premijer-liga/transfers/wettbewerb/BOS1/saison_id/2019","€25k","https://www.transfermarkt.us/jumplist/transfers/spieler/293221/transfer_id/2508173"
"139","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Davis Oss","https://www.transfermarkt.us/davis-oss/profil/spieler/230683","https://tmssl.akamaized.net/images/flagge/verysmall/92.png?lm=1520611569","https://www.transfermarkt.us/spartaks-jurmala/startseite/verein/28936/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/28936.png?lm=1418576671","Spartaks","https://tmssl.akamaized.net/images/flagge/verysmall/92.png?lm=1520611569","Virsliga","https://www.transfermarkt.us/virsliga/transfers/wettbewerb/LET1/saison_id/2019","€25k","https://www.transfermarkt.us/jumplist/transfers/spieler/230683/transfer_id/2768389"
"140","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Ismail Cipe","https://www.transfermarkt.us/ismail-cipe/profil/spieler/282460","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","https://www.transfermarkt.us/kayserispor/startseite/verein/3205/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3205.png?lm=1520239955","Kayserispor","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","Süper Lig","https://www.transfermarkt.us/super-lig/transfers/wettbewerb/TR1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/282460/transfer_id/2600351"
"141","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Matteo Marenco","https://www.transfermarkt.us/matteo-marenco/profil/spieler/435460","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/as-giana-erminio/startseite/verein/44223/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/44223.png?lm=1661414815","Giana Erminio","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie C-A","https://www.transfermarkt.us/serie-c-girone-a/transfers/wettbewerb/IT3A/saison_id/2019","€25k","https://www.transfermarkt.us/jumplist/transfers/spieler/435460/transfer_id/2539987"
"142","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Bruno","https://www.transfermarkt.us/bruno/profil/spieler/214701","https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569","https://www.transfermarkt.us/gil-vicente-fc/startseite/verein/2424/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2424.png?lm=1624283300","Gil Vicente","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","Liga NOS","https://www.transfermarkt.us/liga-nos/transfers/wettbewerb/PO1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/214701/transfer_id/2521939"
"143","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Matías Castro","https://www.transfermarkt.us/matias-castro/profil/spieler/74359","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","https://www.transfermarkt.us/defensor-sc/startseite/verein/2619/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/2619.png?lm=1415017376","Defensor","https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569","Primera División Clausura","https://www.transfermarkt.us/primera-division-clausura/transfers/wettbewerb/URUC/saison_id/2019","€22k","https://www.transfermarkt.us/jumplist/transfers/spieler/74359/transfer_id/2748540"
"144","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Filippo Marricchi","https://www.transfermarkt.us/filippo-marricchi/profil/spieler/355027","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/novara-calcio/startseite/verein/6692/saison_id/2019","","Novara","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie C-A","https://www.transfermarkt.us/serie-c-girone-a/transfers/wettbewerb/IT3A/saison_id/2019","€22k","https://www.transfermarkt.us/jumplist/transfers/spieler/355027/transfer_id/2633515"
"145","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Georgiy Kyrnats","https://www.transfermarkt.us/georgiy-kyrnats/profil/spieler/362340","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/ska-khabarovsk/startseite/verein/3690/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3690.png?lm=1469710667","SKA Khabarovsk","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","FNL","https://www.transfermarkt.us/1-division/transfers/wettbewerb/RU2/saison_id/2019","€20k","https://www.transfermarkt.us/jumplist/transfers/spieler/362340/transfer_id/2617688"
"146","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Brian Sylvestre","https://www.transfermarkt.us/brian-sylvestre/profil/spieler/180367","https://tmssl.akamaized.net/images/flagge/verysmall/62.png?lm=1520611569","https://www.transfermarkt.us/miami-fc/startseite/verein/42814/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/42814.png?lm=1508917783","Miami FC","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569","USLC","https://www.transfermarkt.us/usl-championship/transfers/wettbewerb/USL/saison_id/2019","€18k","https://www.transfermarkt.us/jumplist/transfers/spieler/180367/transfer_id/2770714"
"147","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Vitaliy Botnar","https://www.transfermarkt.us/vitaliy-botnar/profil/spieler/431706","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/torpedo-moskau/startseite/verein/1186/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1186.png?lm=1540069728","Torpedo Moscow","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","FNL","https://www.transfermarkt.us/1-division/transfers/wettbewerb/RU2/saison_id/2019","€15k","https://www.transfermarkt.us/jumplist/transfers/spieler/431706/transfer_id/2777567"
"148","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mario Giappone","https://www.transfermarkt.us/mario-giappone/profil/spieler/437332","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/taranto-fc-1927/startseite/verein/4093/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/4093.png?lm=1523972779","Taranto","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie D - H","https://www.transfermarkt.us/serie-d-girone-h/transfers/wettbewerb/IT4H/saison_id/2019","€15k","https://www.transfermarkt.us/jumplist/transfers/spieler/437332/transfer_id/2198898"
"149","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Tyrick Bodak","https://www.transfermarkt.us/tyrick-bodak/profil/spieler/663961","https://tmssl.akamaized.net/images/flagge/verysmall/260.png?lm=1520611569","https://www.transfermarkt.us/psv-eindhoven-u19/startseite/verein/4575/saison_id/2019","","PSV U19","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","U19 Eredivisie","https://www.transfermarkt.us/a-junioren-eredivisie/transfers/wettbewerb/NLAJ/saison_id/2019","€14k","https://www.transfermarkt.us/jumplist/transfers/spieler/663961/transfer_id/2497208"
"150","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Alexander Sebald","https://www.transfermarkt.us/alexander-sebald/profil/spieler/215761","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/fc-hansa-rostock/startseite/verein/30/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/30.png?lm=1468311994","Hansa Rostock","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","3. Liga","https://www.transfermarkt.us/3-liga/transfers/wettbewerb/L3/saison_id/2019","€13k","https://www.transfermarkt.us/jumplist/transfers/spieler/215761/transfer_id/2486784"
"151","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Vasil Simeonov","https://www.transfermarkt.us/vasil-simeonov/profil/spieler/339770","https://tmssl.akamaized.net/images/flagge/verysmall/28.png?lm=1520611569","https://www.transfermarkt.us/pfc-montana/startseite/verein/24078/saison_id/2019","","Montana","https://tmssl.akamaized.net/images/flagge/verysmall/28.png?lm=1520611569","Vtora Liga","https://www.transfermarkt.us/vtora-liga/transfers/wettbewerb/BU2/saison_id/2019","€10k","https://www.transfermarkt.us/jumplist/transfers/spieler/339770/transfer_id/2574370"
"152","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Vitaliy Sychev","https://www.transfermarkt.us/vitaliy-sychev/profil/spieler/513257","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/fk-tambov-ii/startseite/verein/54976/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/54976.png?lm=1596729945","FK Tambov II","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","U19 M-Liga","https://www.transfermarkt.us/u19-premier-liga/transfers/wettbewerb/RUJL/saison_id/2019","€8k","https://www.transfermarkt.us/jumplist/transfers/spieler/513257/transfer_id/2552628"
"153","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marcel Zapytowski","https://www.transfermarkt.us/marcel-zapytowski/profil/spieler/598274","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","https://www.transfermarkt.us/resovia-rzeszow/startseite/verein/10704/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/10704.png?lm=1468269625","Resovia","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","eWinner 2 liga","https://www.transfermarkt.us/ewinner-ii-liga/transfers/wettbewerb/PL2L/saison_id/2019","€5k","https://www.transfermarkt.us/jumplist/transfers/spieler/598274/transfer_id/2741390"
"154","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Andrea D'Aniello","https://www.transfermarkt.us/andrea-daniello/profil/spieler/640544","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/cagliari-calcio-u17/startseite/verein/49577/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/49577.png?lm=1438548383","Cagliari U17","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Under 17 - B","https://www.transfermarkt.us/campionato-nazionale-under-17-b/transfers/wettbewerb/ITJ5/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/640544/transfer_id/2631212"
"155","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mikolaj Smylek","https://www.transfermarkt.us/mikolaj-smylek/profil/spieler/241853","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","https://www.transfermarkt.us/pogon-siedlce/startseite/verein/4896/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/4896.png?lm=1482666007","Pogon Siedlce","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569","eWinner 2 liga","https://www.transfermarkt.us/ewinner-ii-liga/transfers/wettbewerb/PL2L/saison_id/2019","€2k","https://www.transfermarkt.us/jumplist/transfers/spieler/241853/transfer_id/2766005"
"156","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Federico Magnolfi","https://www.transfermarkt.us/federico-magnolfi/profil/spieler/825961","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/fc-bologna-jugend/startseite/verein/29348/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/29348.png?lm=1562673009","Bologna Youth","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Italy","","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/825961/transfer_id/3160388"
"157","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Michele Berardelli","https://www.transfermarkt.us/michele-berardelli/profil/spieler/692823","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/usd-scanzorosciate/startseite/verein/48933/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/48933.png?lm=1431420036","Scanzorosciate","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie D - B","https://www.transfermarkt.us/serie-d-girone-b/transfers/wettbewerb/IT4B/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/692823/transfer_id/2650044"
