"zentriert","bilderrahmen-fixed src","hauptlink","hauptlink href","inline-table","flaggenrahmen src","inline-table href","tiny_wappen src","hauptlink 2","flaggenrahmen src 2","inline-table 2","inline-table href 2","rechts","rechts href","inline-table src","flaggenrahmen src 3"
"100","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Emil Krafth","https://www.transfermarkt.us/emil-krafth/profil/spieler/184528","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569","https://www.transfermarkt.us/newcastle-united/startseite/verein/762/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/762.png?lm=1472921161","Newcastle","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€5.40m","https://www.transfermarkt.us/jumplist/transfers/spieler/184528/transfer_id/2596523","",""
"101","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Laurent Koscielny","https://www.transfermarkt.us/laurent-koscielny/profil/spieler/76277","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/fc-girondins-bordeaux/startseite/verein/40/saison_id/2019","","G. Bordeaux","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/76277/transfer_id/2592942","https://tmssl.akamaized.net/images/wappen/tiny/40_1627322181.png?lm=1627322181","https://tmssl.akamaized.net/images/flagge/verysmall/135.png?lm=1520611569"
"102","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Valentin Rosier","https://www.transfermarkt.us/valentin-rosier/profil/spieler/441170","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/sporting-lissabon/startseite/verein/336/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/336.png?lm=1621513752","Sporting CP","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","Liga NOS","https://www.transfermarkt.us/liga-nos/transfers/wettbewerb/PO1/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/441170/transfer_id/2527575","","https://tmssl.akamaized.net/images/flagge/verysmall/251.png?lm=1520611569"
"103","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Christian Luyindama","https://www.transfermarkt.us/christian-luyindama/profil/spieler/262793","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/193.png?lm=1520611569","https://www.transfermarkt.us/galatasaray-istanbul/startseite/verein/141/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/141.png?lm=1406739071","Galatasaray","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","Süper Lig","https://www.transfermarkt.us/super-lig/transfers/wettbewerb/TR1/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/262793/transfer_id/2529004","",""
"104","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Rúben Vezo","https://www.transfermarkt.us/ruben-vezo/profil/spieler/257851","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/ud-levante/startseite/verein/3368/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3368.png?lm=1408655062","Levante","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/257851/transfer_id/2531475","","https://tmssl.akamaized.net/images/flagge/verysmall/32.png?lm=1520611569"
"105","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Kenneth Omeruo","https://www.transfermarkt.us/kenneth-omeruo/profil/spieler/131708","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/124.png?lm=1520611569","https://www.transfermarkt.us/cd-leganes/startseite/verein/1244/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1244.png?lm=1422972468","CD Leganés","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/131708/transfer_id/2605321","",""
"106","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Kik Pierie","https://www.transfermarkt.us/kik-pierie/profil/spieler/361207","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","https://www.transfermarkt.us/ajax-amsterdam/startseite/verein/610/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/610.png?lm=1657054414","Ajax","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","Eredivisie","https://www.transfermarkt.us/eredivisie/transfers/wettbewerb/NL1/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/361207/transfer_id/2453831","","https://tmssl.akamaized.net/images/flagge/verysmall/184.png?lm=1520611569"
"107","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Daley Sinkgraven","https://www.transfermarkt.us/daley-sinkgraven/profil/spieler/215099","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569","https://www.transfermarkt.us/bayer-04-leverkusen/startseite/verein/15/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/15.png?lm=1651221781","B. Leverkusen","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/L1/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/215099/transfer_id/2511419","",""
"108","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Rasmus Kristensen","https://www.transfermarkt.us/rasmus-kristensen/profil/spieler/369684","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569","https://www.transfermarkt.us/red-bull-salzburg/startseite/verein/409/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/409.png?lm=1557737354","RB Salzburg","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","Bundesliga","https://www.transfermarkt.us/bundesliga/transfers/wettbewerb/A1/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/369684/transfer_id/2565501","",""
"109","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marcus Danielson","https://www.transfermarkt.us/marcus-danielson/profil/spieler/48249","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569","https://www.transfermarkt.us/dalian-professional/startseite/verein/33304/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/33304.png?lm=1579630884","DL Pro","https://tmssl.akamaized.net/images/flagge/verysmall/34.png?lm=1520611569","Super League","https://www.transfermarkt.us/chinese-super-league/transfers/wettbewerb/CSL/saison_id/2019","€5.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/48249/transfer_id/2814607","",""
"110","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mert Müldür","https://www.transfermarkt.us/mert-muldur/profil/spieler/353922","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","https://www.transfermarkt.us/us-sassuolo/startseite/verein/6574/saison_id/2019","","Sassuolo","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€4.70m","https://www.transfermarkt.us/jumplist/transfers/spieler/353922/transfer_id/2615715","https://tmssl.akamaized.net/images/wappen/tiny/6574_1595414063.png?lm=1595414011","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569"
"111","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Lennart Czyborra","https://www.transfermarkt.us/lennart-czyborra/profil/spieler/309393","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525","https://www.transfermarkt.us/atalanta-bergamo/startseite/verein/800/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/800.png?lm=1438547428","Atalanta BC","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€4.60m","https://www.transfermarkt.us/jumplist/transfers/spieler/309393/transfer_id/2768367","",""
"112","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Alexander Djiku","https://www.transfermarkt.us/alexander-djiku/profil/spieler/250844","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/54.png?lm=1520611569","https://www.transfermarkt.us/rc-strassburg-alsace/startseite/verein/667/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/667.png?lm=1664991833","R. Strasbourg","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","Ligue 1","https://www.transfermarkt.us/ligue-1/transfers/wettbewerb/FR1/saison_id/2019","€4.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/250844/transfer_id/2539519","","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569"
"113","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Fabio Depaoli","https://www.transfermarkt.us/fabio-depaoli/profil/spieler/324282","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","https://www.transfermarkt.us/sampdoria-genua/startseite/verein/1038/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/1038.png?lm=1520934353","Sampdoria","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€4.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/324282/transfer_id/2520398","",""
"114","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Michael Ngadeu","https://www.transfermarkt.us/michael-ngadeu/profil/spieler/227239","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569","https://www.transfermarkt.us/kaa-gent/startseite/verein/157/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/157.png?lm=1660723687","KAA Gent","https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569","Jupiler Pro League","https://www.transfermarkt.us/jupiler-pro-league/transfers/wettbewerb/BE1/saison_id/2019","€4.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/227239/transfer_id/2565331","",""
"115","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Modibo Sagnan","https://www.transfermarkt.us/modibo-sagnan/profil/spieler/524925","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569","https://www.transfermarkt.us/real-sociedad-san-sebastian/startseite/verein/681/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/681.png?lm=1614795530","Real Sociedad","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€4.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/524925/transfer_id/2387941","","https://tmssl.akamaized.net/images/flagge/verysmall/105.png?lm=1520611569"
"116","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Rúben Semedo","https://www.transfermarkt.us/ruben-semedo/profil/spieler/197602","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569","https://www.transfermarkt.us/olympiakos-piraus/startseite/verein/683/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/683.png?lm=1447787802","Olympiacos","https://tmssl.akamaized.net/images/flagge/verysmall/56.png?lm=1520611569","Super League 1","https://www.transfermarkt.us/super-league-1/transfers/wettbewerb/GR1/saison_id/2019","€4.50m","https://www.transfermarkt.us/jumplist/transfers/spieler/197602/transfer_id/2524975","","https://tmssl.akamaized.net/images/flagge/verysmall/32.png?lm=1520611569"
"117","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Aden Flint","https://www.transfermarkt.us/aden-flint/profil/spieler/105324","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/cardiff-city/startseite/verein/603/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/603.png?lm=1478337063","Cardiff","https://tmssl.akamaized.net/images/flagge/verysmall/191.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€4.45m","https://www.transfermarkt.us/jumplist/transfers/spieler/105324/transfer_id/2565732","",""
"118","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Tommy Smith","https://www.transfermarkt.us/tommy-smith/profil/spieler/121398","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/stoke-city/startseite/verein/512/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/512.png?lm=1472243727","Stoke City","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Championship","https://www.transfermarkt.us/championship/transfers/wettbewerb/GB2/saison_id/2019","€4.45m","https://www.transfermarkt.us/jumplist/transfers/spieler/121398/transfer_id/2558151","",""
"119","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Jack Stacey","https://www.transfermarkt.us/jack-stacey/profil/spieler/249356","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/afc-bournemouth/startseite/verein/989/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/989.png?lm=1457991811","Bournemouth","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€4.45m","https://www.transfermarkt.us/jumplist/transfers/spieler/249356/transfer_id/2544231","",""
"120","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Juan Escobar","https://www.transfermarkt.us/juan-escobar/profil/spieler/353034","Right-Back","https://tmssl.akamaized.net/images/flagge/verysmall/132.png?lm=1520611569","https://www.transfermarkt.us/cd-cruz-azul/startseite/verein/3711/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/3711.png?lm=1682067872","CD Cruz Azul","https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569","Liga MX Clausura","https://www.transfermarkt.us/liga-mx-clausura/transfers/wettbewerb/MEX1/saison_id/2019","€4.40m","https://www.transfermarkt.us/jumplist/transfers/spieler/353034/transfer_id/2499885","",""
"121","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Dmitriy Skopintsev","https://www.transfermarkt.us/dmitriy-skopintsev/profil/spieler/281917","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","https://www.transfermarkt.us/dinamo-moskau/startseite/verein/121/saison_id/2019","","Dinamo Moscow","https://tmssl.akamaized.net/images/flagge/verysmall/141.png?lm=1520611569","Premier Liga","https://www.transfermarkt.us/premier-liga/transfers/wettbewerb/RU1/saison_id/2019","€4.30m","https://www.transfermarkt.us/jumplist/transfers/spieler/281917/transfer_id/2747673","https://tmssl.akamaized.net/images/wappen/tiny/121_1597937512.png?lm=1597937485",""
"122","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Mert Cetin","https://www.transfermarkt.us/mert-cetin/profil/spieler/391498","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569","https://www.transfermarkt.us/as-rom/startseite/verein/12/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/12.png?lm=1533302889","AS Roma","https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569","Serie A","https://www.transfermarkt.us/serie-a/transfers/wettbewerb/IT1/saison_id/2019","€4.30m","https://www.transfermarkt.us/jumplist/transfers/spieler/391498/transfer_id/2609788","",""
"123","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Sam McCallum","https://www.transfermarkt.us/sam-mccallum/profil/spieler/618901","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","https://www.transfermarkt.us/norwich-city/startseite/verein/1123/saison_id/2019","","Norwich","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","€4.15m","https://www.transfermarkt.us/jumplist/transfers/spieler/618901/transfer_id/2780179","https://tmssl.akamaized.net/images/wappen/tiny/1123_1658217232.png?lm=1658217233",""
"124","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Marc Cucurella","https://www.transfermarkt.us/marc-cucurella/profil/spieler/284857","Left-Back","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","https://www.transfermarkt.us/fc-barcelona/startseite/verein/131/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/131.png?lm=1406739548","Barcelona","https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569","LaLiga","https://www.transfermarkt.us/laliga/transfers/wettbewerb/ES1/saison_id/2019","€4.00m","https://www.transfermarkt.us/jumplist/transfers/spieler/284857/transfer_id/2559748","",""
"125","data:image/gif;base64,R0lGODlhAQABAIAAAMLCwgAAACH5BAAAAAAALAAAAAABAAEAAAICRAEAOw==","Kevin Danso","https://www.transfermarkt.us/kevin-danso/profil/spieler/263236","Centre-Back","https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569","https://www.transfermarkt.us/fc-southampton/startseite/verein/180/saison_id/2019","https://tmssl.akamaized.net/images/wappen/tiny/180.png?lm=1444560086","Southampton","https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569","Premier League","https://www.transfermarkt.us/premier-league/transfers/wettbewerb/GB1/saison_id/2019","Loan fee:","https://www.transfermarkt.us/jumplist/transfers/spieler/263236/transfer_id/2597835","",""
